,id,time,open,high,low,close,volume,ranges,MA7,MA25,MA99,upperBB,lowerBB
58,59,2019-11-06,9313.1,9450,9259.48,9343.6,73767.9,190.52,9274.14,8647.3,8909.87,10002.6,7292.04
59,60,2019-11-07,9344.29,9381.93,9091.2,9219.64,77389.6,290.73,9284.08,8685.1,8915.03,10049.7,7320.46
60,61,2019-11-08,9221.63,9259.3,8669.85,8775.03,151851,589.45,9218.94,8702.26,8912.74,10059.9,7344.62
61,62,2019-11-09,8775.6,8878,8727,8811.15,66846.4,151,9150.85,8728.31,8911.1,10067.5,7389.15
62,63,2019-11-10,8811.3,9187,8760,9041.31,91099.2,427,9128.48,8770.27,8913.17,10078.7,7461.83
63,64,2019-11-11,9041.31,9072.91,8611.11,8728.93,113374,461.8,9033.27,8796.66,8910.29,10072.4,7520.93
64,65,2019-11-12,8729.89,8889.06,8552.12,8817,107521,336.94,8962.38,8831.58,8908.85,10056.9,7606.31
65,66,2019-11-13,8817.94,8838,8712,8774.76,58585.8,126,8881.12,8864.69,8906.82,10033.8,7695.55
66,67,2019-11-14,8774.78,8798.06,8581.39,8642.25,87100,216.67,8798.63,8881.65,8902.87,10023.7,7739.6
67,68,2019-11-15,8642.47,8780,8380,8473.27,145602,400,8755.52,8892.51,8896.55,10012.6,7772.45
68,69,2019-11-16,8473.3,8540.54,8435,8491.06,48657,105.54,8709.8,8911.32,8890.68,9985.24,7837.39
69,70,2019-11-17,8491.18,8631,8355.78,8504.04,72152.3,275.22,8633.04,8952.88,8885.15,9861.24,8044.52
70,71,2019-11-18,8504.13,8504.71,8050,8183.26,123477,454.71,8555.09,8983.75,8875.27,9707.5,8260
71,72,2019-11-19,8183.3,8212.87,8000,8131.7,110854,212.87,8457.19,8963.02,8864.94,9753.25,8172.8
72,73,2019-11-20,8131.12,8230,8037.5,8094.05,87352.4,192.5,8359.95,8917.5,8854.38,9771.66,8063.33
73,74,2019-11-21,8094.57,8131.51,7432,7621.9,180289,699.51,8214.18,8841.04,8837.72,9801.14,7880.94
74,75,2019-11-22,7621.89,7765.03,6762.73,7262.72,371214,1002.3,8041.25,8762.85,8816.72,9897.71,7628
75,76,2019-11-23,7261.89,7345.84,7073.38,7305.99,139643,272.46,7871.95,8678.49,8796.85,9919.9,7437.08
76,77,2019-11-24,7306.19,7324.92,6855.91,6900.86,183676,469.01,7642.93,8587.92,8772.22,10000,7175.79
77,78,2019-11-25,6899.77,7386.29,6510.19,7102.03,333988,876.1,7488.46,8506,8750.81,10016.4,6995.55
78,79,2019-11-26,7103.34,7340.06,7011.9,7150,193962,328.16,7348.22,8422.76,8730.55,9994.83,6850.68
79,80,2019-11-27,7149.97,7669.2,6850,7506.77,297843,819.2,7264.32,8351.51,8715.25,9921.67,6781.36
80,81,2019-11-28,7506.78,7643,7356,7415.79,175001,287,7234.88,8280.23,8699.21,9852.1,6708.37
81,82,2019-11-29,7417,7850,7394.57,7736.66,185819,455.43,7302.59,8213.88,8687.47,9728.6,6699.16
82,83,2019-11-30,7737.23,7800,7444.18,7542.93,141966,355.82,7336.43,8143.07,8673.68,9608.36,6677.77
83,84,2019-12-01,7541.08,7541.08,7222.29,7387.38,196291,318.79,7405.94,8064.82,8658.37,9470.71,6658.92
84,85,2019-12-02,7388,7416.75,7137.74,7291,143967,279.01,7432.93,7987.67,8642.28,9340.18,6635.17
85,86,2019-12-03,7291.74,7404.42,7231.35,7290.86,84699.5,173.07,7453.06,7928.31,8626.57,9267.04,6589.58
86,87,2019-12-04,7290.85,7800,7070,7191,274879,730,7407.95,7863.5,8610.06,9180.85,6546.16
87,88,2019-12-05,7189.42,7480,7142.54,7384.99,176315,337.46,7403.55,7797.25,8596.14,9031.78,6562.72
88,89,2019-12-06,7384.66,7602.44,7295.73,7522.1,136219,306.71,7372.89,7748.97,8584.08,8924.69,6573.26
89,90,2019-12-07,7521.13,7616.91,7467.44,7487.2,83208.8,149.47,7364.93,7695.78,8571.89,8787.49,6604.08
90,91,2019-12-08,7487.19,7559.39,7376,7508.2,84380.3,183.39,7382.19,7645.12,8560.2,8641.59,6648.65
91,92,2019-12-09,7507.87,7676.48,7269.05,7337.49,136440,407.43,7388.83,7592.93,8546.91,8504.89,6680.97
92,93,2019-12-10,7338.2,7403.71,7152,7220.98,126663,251.71,7378.85,7542.84,8532.65,8388.48,6697.2
93,94,2019-12-11,7220.92,7267,7117.74,7205.77,97320.7,149.26,7380.96,7491.43,8518.54,8248.51,6734.34
94,95,2019-12-12,7206.78,7295.12,7080,7194.77,140594,215.12,7353.79,7439.06,8504.6,8075.86,6802.25
95,96,2019-12-13,7194.08,7298,7190,7252.98,80178.8,108,7315.34,7401.84,8491.56,7961.5,6842.19
96,97,2019-12-14,7252.98,7266.14,7007.86,7061.34,97837.5,258.28,7254.5,7359.03,8476.82,7844.95,6873.11
97,98,2019-12-15,7060.79,7196,7004.77,7115,87933.2,191.23,7198.33,7319.87,8462.92,7706.66,6933.08
98,99,2019-12-16,7115.45,7147.34,6831,6887.54,117598,316.34,7134.05,7290.49,8447.01,7692.94,6888.05
99,100,2019-12-17,6887.48,6940,6550,6618.96,166411,390,7048.05,7264.74,8409.76,7748.72,6780.77
100,101,2019-12-18,6618.96,7479.99,6427,7277.44,328490,1052.99,7058.29,7263.6,8381.23,7747.3,6779.9
101,102,2019-12-19,7278.11,7367.87,7042.82,7146.29,158850,325.05,7051.36,7273.42,8350.79,7735.94,6810.89
102,103,2019-12-20,7146.29,7217.08,7078.17,7184.39,86449.6,138.91,7041.57,7276.71,8318.16,7735.31,6818.12
103,104,2019-12-21,7184.39,7185,7108,7131.01,44340.9,77,7051.52,7275.95,8285.73,7735.48,6816.42
104,105,2019-12-22,7131.02,7517.61,7122,7502.92,129797,395.61,7106.94,7275.8,8257.15,7735.01,6816.59
105,106,2019-12-23,7502.92,7691,7262,7314.01,215299,429,7167.86,7271.73,8226.97,7727.56,6815.9
106,107,2019-12-24,7314.03,7434.55,7156.08,7252.04,149081,278.47,7258.3,7252.34,8196.69,7664.96,6839.72
107,108,2019-12-25,7251.57,7267.63,7123.19,7201.45,96965.1,144.44,7247.44,7238.68,8166.54,7633.44,6843.92
108,109,2019-12-26,7201.67,7438.8,7151,7197.46,133974,287.8,7254.75,7231.09,8136.66,7621.21,6840.97
109,110,2019-12-27,7197.84,7270,7078.89,7248.4,112285,191.11,7263.9,7229.38,8106.39,7618.78,6839.98
110,111,2019-12-28,7248.4,7359.15,7235,7311.48,91292.9,124.15,7289.68,7230.21,8077.56,7620.24,6840.18
111,112,2019-12-29,7310.29,7527,7283.6,7383.67,102544,243.4,7272.64,7237.92,8051.3,7632.31,6843.52
112,113,2019-12-30,7383.68,7400,7215.58,7240.43,94375.4,184.42,7262.13,7232.13,8023.19,7621.75,6842.52
113,114,2019-12-31,7240.8,7319,7141,7189,89203.4,178,7253.13,7218.81,7997.81,7589.43,6848.19
114,115,2020-01-01,7189.43,7260.43,7170.15,7197.57,56801.3,90.28,7252.57,7207.22,7983.18,7560.59,6853.86
115,116,2020-01-02,7197.57,7209.59,6922,6962.04,115296,287.59,7218.94,7185.38,7968.35,7528.6,6842.16
116,117,2020-01-03,6962.34,7407.28,6863.44,7341.72,208493,543.84,7232.27,7185.55,7961.09,7529.08,6842.01
117,118,2020-01-04,7341.6,7400,7269.21,7350.71,92586,130.79,7237.88,7190.74,7952.75,7540.37,6841.1
118,119,2020-01-05,7350.54,7495,7303,7354.36,117766,192,7233.69,7196.68,7944.26,7552.38,6840.98
119,120,2020-01-06,7354.36,7808.65,7345,7757.39,168150,463.65,7307.54,7219.18,7941.38,7639.67,6798.7
120,121,2020-01-07,7757.74,8215.33,7733,8152.49,280809,482.33,7445.18,7255.16,7940.04,7817.66,6692.67
121,122,2020-01-08,8150.9,8468.42,7870.11,8059.84,321225,598.31,7568.36,7295.1,7937.71,7936.52,6653.69
122,123,2020-01-09,8059.77,8060,7750.01,7818.59,187263,309.99,7690.73,7323.25,7932.32,7992.86,6653.64
123,124,2020-01-10,7817.91,8210.62,7670,8207.09,253784,540.62,7814.35,7376.03,7932.19,8107.69,6644.37
124,125,2020-01-11,8207.2,8292.19,8003.87,8020.56,164742,288.32,7910.05,7432.09,7931.08,8136.32,6727.86
125,126,2020-01-12,8020.58,8195,7956.28,8186.7,108630,238.72,8028.95,7468.46,7931.73,8230.92,6706
126,127,2020-01-13,8186.22,8200,8053.78,8113,74581.4,146.22,8079.75,7507.13,7934.36,8299,6715.27
127,128,2020-01-14,8112.99,8893,8109.02,8825,290778,783.98,8175.83,7572.76,7940.8,8511.49,6634.03
128,129,2020-01-15,8825,8921.2,8570.52,8825.3,237634,350.68,8285.18,7640.53,7947.45,8685.05,6596.01
129,130,2020-01-16,8825.35,8868.21,8596.25,8725.08,167959,271.96,8414.68,7689.42,7949.12,8818.11,6560.72
130,131,2020-01-17,8724.99,9039,8680,8918.72,205718,359,8516.34,7753.6,7952.78,8972.28,6534.93
131,132,2020-01-18,8918.73,8995,8816,8925,114709,179,8645.54,7820.52,7959.54,9106.32,6534.72
132,133,2020-01-19,8925,9205.3,8440.91,8705.85,225315,764.39,8719.71,7880.7,7963.64,9186.43,6574.96
133,134,2020-01-20,8705.98,8750.37,8526.06,8650,125162,224.31,8796.42,7938.8,7967.43,9247.12,6630.47
134,135,2020-01-21,8650,8790.1,8448.6,8742.43,107577,341.5,8784.63,7998.56,7971.43,9311.96,6685.16
135,136,2020-01-22,8742.78,8820,8585.85,8684.57,94305.5,234.15,8764.52,8053.48,7976.73,9362,6744.97
136,137,2020-01-23,8684.47,8694,8326,8409.6,163407,368,8719.45,8094.52,7980.95,9379.65,6809.39
137,138,2020-01-24,8410,8528,8247,8441.96,144785,281,8651.34,8142.58,7984.71,9383.74,6901.42
138,139,2020-01-25,8442.82,8455,8272,8344.64,96961.7,183,8568.44,8188.81,7988.76,9366.44,7011.17
139,140,2020-01-26,8344.37,8624.45,8300,8611.21,117899,324.45,8554.92,8245.35,7995.47,9358.67,7132.04
140,141,2020-01-27,8611.21,9015.48,8565,8913.61,172235,450.48,8592.57,8323.42,8002.49,9330.41,7316.42
141,142,2020-01-28,8913.61,9436.06,8905,9398.98,244468,531.06,8686.37,8405.71,8014.59,9414.67,7396.75
142,143,2020-01-29,9399.72,9460.52,9242,9311,169461,218.52,8775.86,8484.12,8027.62,9455.44,7512.79
143,144,2020-01-30,9311.23,9599,9210.42,9525.67,190138,388.58,8935.3,8570.97,8048.43,9509.12,7632.82
144,145,2020-01-31,9525.67,9550.72,9220,9364.51,146644,330.72,9067.09,8635.26,8068.16,9561.29,7709.22
145,146,2020-02-01,9364.5,9477.76,9306,9392.74,109040,171.76,9216.82,8684.87,8075.66,9635.69,7734.04
146,147,2020-02-02,9392.99,9489.92,9160.01,9338.2,148403,329.91,9320.67,8736,8076.73,9684.26,7787.74
147,148,2020-02-03,9340.49,9647.61,9250,9300.64,159049,397.61,9375.96,8795.28,8074.38,9688.27,7902.3
148,149,2020-02-04,9300.63,9368,9105,9198.35,147844,263,9347.3,8834.93,8074.19,9706.88,7962.99
149,150,2020-02-05,9198.32,9799.08,9179.88,9630,212312,619.2,9392.87,8899.31,8076.36,9758.29,8040.33
150,151,2020-02-06,9630,9884,9550,9778.12,200556,334,9428.94,8962.97,8082.55,9837.63,8088.3
151,152,2020-02-07,9777.97,9900,9736.66,9821.52,129741,163.34,9494.22,9031.31,8089.34,9896.19,8166.43
152,153,2020-02-08,9821.52,9956,9680.55,9906.43,129267,275.45,9567.61,9074.57,8096.16,10002.3,8146.79
153,154,2020-02-09,9906.09,10184.3,9892.15,10167.4,143407,292.19,9686.07,9128.25,8105.04,10146.8,8109.69
154,155,2020-02-10,10167.4,10213.6,9750,9865.56,184243,463.56,9766.77,9173.87,8111.79,10219,8128.74
155,156,2020-02-11,9865.56,10410,9729.36,10229.1,190120,680.6,9914.02,9226.28,8120.21,10346.8,8105.75
156,157,2020-02-12,10230.7,10480,10229.7,10340,159674,250.27,10015.4,9282.88,8130.58,10480.3,8085.45
157,158,2020-02-13,10339.6,10540,10101,10239.6,213053,439,10081.4,9344.23,8139.63,10575.2,8113.29
158,159,2020-02-14,10240,10390,10123.4,10356.8,130976,266.63,10157.8,9412.51,8151.12,10672,8153
159,160,2020-02-15,10356.3,10389.8,9752.3,9914.99,152146,637.45,10159.1,9459.41,8162.63,10702.2,8216.66
160,161,2020-02-16,9914.31,10060.5,9626.64,9921.86,141548,433.81,10124,9508.9,8173.85,10721.3,8296.55
161,162,2020-02-17,9921.87,9971,9461.89,9716,185338,509.11,10102.6,9561.16,8180.67,10685.5,8436.81
162,163,2020-02-18,9716,10270,9598,10174.3,166119,672,10094.8,9630.45,8195.27,10678.3,8582.57
163,164,2020-02-19,10174.5,10286,9293.07,9593.65,187496,992.93,9988.17,9680.41,8203.11,10581.7,8779.12
164,165,2020-02-20,9593.31,9700,9382.59,9601.99,143106,317.41,9897.08,9720.04,8211.47,10505.1,8935.01
165,166,2020-02-21,9601.51,9759.59,9547,9681.39,98954.3,212.59,9800.6,9750.75,8221.96,10460.8,9040.68
166,167,2020-02-22,9681.39,9710.7,9565,9659.2,58419.5,145.7,9764.06,9761.16,8233.94,10457.2,9065.08
167,168,2020-02-23,9658.95,10018.9,9657,9943.12,97134.4,361.9,9767.09,9786.45,8248.61,10459.9,9112.94
168,169,2020-02-24,9943.12,10000,9487.38,9662.95,157966,512.62,9759.51,9791.94,8260.32,10458.8,9125.09
169,170,2020-02-25,9662.88,9686.78,9247,9326,168642,439.78,9638.33,9790.4,8271.86,10461.5,9119.27
170,171,2020-02-26,9326,9384,8610,8792.22,267005,774,9523.84,9766.38,8278.53,10533,8999.75
171,172,2020-02-27,8793.96,8978,8533.9,8828,200638,444.1,9413.27,9745.97,8285.94,10583.9,8908.01
